"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1508797";"";"None";"259.74";"0";"3.94";"SID17508438";"Cc1ccc(C(=O)CNc2cccc(Cl)c2)cc1";"IC50";"'='";"9875.0";"nM";"5.00";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"9.875"
"CHEMBL1311252";"";"None";"297.35";"0";"3.74";"SID17517213";"CCC1CCCCN1CC(=O)c1ccc(OC(F)F)cc1";"IC50";"'>'";"40000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"40.0"
"CHEMBL1299184";"";"None";"368.93";"1";"5.21";"SID17510288";"CCC[N+](CC#Cc1ccccc1)(CCC)CC(=O)c1ccc(Cl)cc1";"IC50";"'>'";"40000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"40.0"
"CHEMBL1367827";"";"None";"273.76";"0";"4.25";"SID17507040";"Cc1ccc(C(=O)CNc2ccc(C)c(Cl)c2)cc1";"IC50";"'='";"5431.0";"nM";"5.26";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"5.431"
"CHEMBL1312523";"";"None";"403.39";"0";"4.67";"SID49645346";"CC1=NN(c2ccc(C)cc2)C(=O)/C1=C/c1ccc(-c2cc([N+](=O)[O-])ccc2O)o1";"IC50";"'>'";"40000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"40.0"
"CHEMBL1492017";"";"None";"286.29";"0";"2.52";"SID858026";"COCc1cc(O)nc(Nc2nc3ccc(C)cc3o2)n1";"IC50";"'='";"6831.0";"nM";"5.17";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"6.831"
"CHEMBL1540808";"";"None";"382.75";"0";"4.57";"SID24827988";"Fc1ccc(N=C(S)NNc2ncc(C(F)(F)F)cc2Cl)c(F)c1";"IC50";"'='";"15556.0";"nM";"4.81";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"15.556"
"CHEMBL1453309";"";"None";"287.17";"0";"3.81";"SID26728105";"O=C(NNc1ccc(Cl)cc1)c1sccc1Cl";"IC50";"'='";"12448.0";"nM";"4.91";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"12.448"
"CHEMBL3213140";"";"None";"263.37";"0";"1.54";"SID22413244";"Cc1ccc(/C=N/NC(=S)N2CCOCC2)cc1";"IC50";"'='";"8597.0";"nM";"5.07";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"8.597"
"CHEMBL1384372";"";"None";"362.43";"1";"5.92";"SID16953987";"N#CC(C#N)=CC1=C2OC(c3ccccc3)=CC(c3ccccc3)=C2CCC1";"IC50";"'>'";"40000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"40.0"
"CHEMBL1609718";"";"None";"315.40";"0";"3.04";"SID24798170";"CC(C)c1ccc(O)c(NC(=S)NC(=O)c2cccnc2)c1";"IC50";"'='";"23246.0";"nM";"4.63";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"23.246"
"CHEMBL291944";"";"None";"441.45";"0";"2.81";"3";"Cc1nc(C(=O)O)c2c(n1)N(Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)C(=O)CC2";"IC50";"'='";"44.0";"nM";"7.36";"";"";"UO_0000065";"16.66";"0.30";"4.55";"5.34";"0";"CHEMBL649492";"Compound was tested in vitro for inhibitory activity against human Angiotensin II receptor in cultured preadipocytes";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135844";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";"";"44.0"
"CHEMBL3092993";"";"None";"378.44";"0";"1.94";"ATPT";"CCCCc1nn(C)c(=O)n1Cc1ccc(-n2cccc2-c2nnn[nH]2)cc1";"IC50";"'='";"2.5";"nM";"8.60";"";"";"UO_0000065";"22.73";"0.42";"6.66";"8.67";"0";"CHEMBL3096390";"Binding affinity to AT1 receptor (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3091458";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";"";"";"";"2.5"
"CHEMBL339605";"";"None";"686.21";"2";"6.45";"5b";"CCCCc1nn(-c2cc(NC(=O)CC)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F";"IC50";"'='";"0.44";"nM";"9.36";"";"";"UO_0000065";"13.64";"0.27";"2.91";"6.62";"0";"CHEMBL650312";"In vitro inhibitory activity against angiotensin II receptor type 1, in human adrenal membrane preparations.";"B";"BAO_0000249";"cell membrane format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128554";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"0.44"
"CHEMBL306186";"";"None";"613.81";"2";"6.66";"7";"CCCCN(CCCC)C(=O)CCCOC(=O)c1c(CC)nc(CCC)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"12.26";"0.23";"0.86";"6.33";"0";"CHEMBL648492";"Binding affinity for Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"30.0"
"CHEMBL71125";"";"None";"787.91";"2";"8.50";"19";"CCCc1nc(CC)c(C(=O)OCc2ccccc2C(=O)c2ccccc2)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCc2ccccc2)cc1F";"IC50";"'='";"0.57";"nM";"9.24";"";"";"UO_0000065";"11.73";"0.22";"0.74";"6.92";"0";"CHEMBL648492";"Binding affinity for Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"0.57"
"CHEMBL72595";"";"None";"739.87";"2";"7.91";"21";"CCCc1nc(CC)c(C(=O)OCc2ccccc2C(=O)c2ccccc2)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCC(C)C)cc1F";"IC50";"'='";"0.5";"nM";"9.30";"";"";"UO_0000065";"12.57";"0.24";"1.39";"6.96";"0";"CHEMBL648492";"Binding affinity for Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"0.5"
"CHEMBL311018";"";"None";"725.84";"2";"7.67";"25";"CCCOC(=O)NS(=O)(=O)c1ccccc1-c1ccc(Cn2c(CCC)nc(CC)c2C(=O)OCc2cccc(C(=O)c3ccccc3)c2)c(F)c1";"IC50";"'='";"0.3";"nM";"9.52";"";"";"UO_0000065";"13.12";"0.25";"1.85";"7.12";"0";"CHEMBL648492";"Binding affinity for Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"0.3"
"CHEMBL311625";"";"None";"725.91";"2";"7.07";"49";"CCCc1nc(CC)c(C(=O)OCCC[S+]([O-])c2ccccc2)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC(C)C)cc1F";"IC50";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"13.36";"0.26";"2.63";"6.95";"0";"CHEMBL648492";"Binding affinity for Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"0.2"
"CHEMBL938";"SARALASIN";"4.0";"912.06";"3";"-2.30";"Saralasin";"CNCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C)C(C)C";"IC50";"'='";"0.57";"nM";"9.24";"";"";"UO_0000065";"10.14";"0.19";"11.54";"2.60";"0";"CHEMBL1663578";"Inhibition of human angiotensin II AT1 receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1649335";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"0.57"
"CHEMBL73876";"";"None";"663.77";"2";"5.90";"9, (L-163579)";"CCc1nc2ccc(NC(=O)N(C)C(C)C)cc2c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC2CC2)cc1F";"IC50";"'='";"8.1";"nM";"8.09";"";"";"UO_0000065";"12.19";"0.24";"2.19";"5.79";"0";"CHEMBL875934";"In vivo inhibitory concentration against Angiotensin II receptor, type 1 of human adrenal membrane";"B";"BAO_0000218";"organism-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150477";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"8.1"
"CHEMBL303427";"";"None";"792.97";"2";"8.56";"58";"CCCc1nc(CC)c(C(=O)OCCN(C(=O)OCCC(C)C)c2ccccc2)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC(C)C)cc1F";"IC50";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"12.23";"0.24";"1.14";"6.64";"0";"CHEMBL648492";"Binding affinity for Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"0.2"
"CHEMBL302959";"";"None";"581.66";"1";"4.29";"12m";"CCCc1nc(CN2CCN(c3ccccn3)CC2)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1F";"IC50";"'='";"0.9";"nM";"9.05";"";"";"UO_0000065";"15.55";"0.29";"4.76";"7.01";"0";"CHEMBL647574";"In vitro binding affinity of compound against Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127975";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"0.9"
"CHEMBL308943";"";"None";"669.74";"2";"5.67";"10a";"CCCc1nc(CN(CC(=O)O)C(=O)C(c2ccccc2)c2ccccc2)c(C(=O)O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"10.45";"0.19";"1.33";"4.19";"0";"CHEMBL647574";"In vitro binding affinity of compound against Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1127975";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"100.0"
"CHEMBL338027";"";"None";"730.66";"2";"6.56";"L-163958";"CCCCC(=O)Nc1ccc(Br)c(-n2nc(CC)n(Cc3ccc(-c4ccccc4S(=O)(=O)NC(=O)OC(C)(C)C)cc3F)c2=O)c1";"IC50";"'='";"0.2";"nM";"9.70";"";"";"UO_0000065";"13.27";"0.28";"3.14";"6.86";"0";"CHEMBL647575";"Inhibition of Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1129469";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";"";"0.2"
"CHEMBL304065";"";"None";"679.80";"2";"6.75";"16";"CCCc1nc(CC)c(C(=O)OCc2ccccc2C(=O)c2ccccc2)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC)cc1";"IC50";"'='";"0.6";"nM";"9.22";"";"";"UO_0000065";"13.57";"0.26";"2.47";"6.90";"0";"CHEMBL648492";"Binding affinity for Angiotensin II receptor, type 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1150518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1994";"None";"";"";"";"0.6"
"CHEMBL1457787";"";"None";"283.81";"0";"4.13";"SID22404682";"Cc1csc(N=C(S)Nc2cccc(Cl)c2)n1";"IC50";"'>'";"40000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"40.0"
"CHEMBL1487635";"";"None";"298.37";"0";"3.34";"SID14734290";"Cc1ccc(S(=O)(=O)Nc2cccc3cccnc23)cc1";"IC50";"'='";"3673.0";"nM";"5.43";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"3.673"
"CHEMBL1409219";"";"None";"488.05";"0";"4.35";"SID49675583";"CCOC(=O)c1c(-c2ccc(-c3ccccc3)cc2)csc1NC(=O)CNCCN(C)C.Cl";"IC50";"'='";"9333.0";"nM";"5.03";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"9.333"
"CHEMBL1592294";"";"None";"312.78";"0";"2.05";"SID85268528";"Cc1cc(C)nc(NNS(=O)(=O)c2ccc(Cl)cc2)n1";"IC50";"'>'";"40000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"40.0"
"CHEMBL1488024";"";"None";"277.33";"0";"2.79";"SID24823007";"N=C1S/C(=C\c2ccco2)C(=O)N1c1nccs1";"IC50";"'='";"7859.0";"nM";"5.11";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"7.859"
"CHEMBL1360149";"";"None";"326.31";"0";"2.58";"SID22412766";"Cc1ccc(OCCN2C(=O)c3ccccc3C2=O)c([N+](=O)[O-])c1";"IC50";"'='";"9039.0";"nM";"5.04";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"9.039"
"CHEMBL3195989";"";"None";"449.26";"0";"3.32";"SID49825803";"O=C(CCCC(=O)Nc1cccc(Br)c1)N/N=C/c1cc([N+](=O)[O-])ccc1O";"IC50";"'>'";"40000.0";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"40.0"
"CHEMBL1434292";"";"None";"240.24";"0";"2.90";"SID49671732";"O=C1Nc2ccccc2C1=Nc1ccc(F)cc1";"IC50";"'='";"24351.0";"nM";"4.61";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"24.351"
"CHEMBL3190198";"";"None";"291.31";"0";"2.70";"SID26660282";"O=C(N/N=C/c1cccc2cccnc12)c1ccccc1O";"IC50";"'='";"1559.0";"nM";"5.81";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"1.559"
"CHEMBL1604546";"";"None";"382.46";"0";"4.50";"SID7977964";"CC1(C)CC(=O)C2=C(C1)OC1=C(C(=O)CC(C)(C)C1)C2c1ccc(O)cc1O";"IC50";"'='";"9756.0";"nM";"5.01";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1614336";"PUBCHEM_BIOASSAY: Dose Response screen for antagonists of Angiotensin II Receptor Type 1 to assess selectivity of uHTS small molecule antagonists hits of the APJ receptor. (Class of assay: confirmatory) [Related pubchem assays: 2569, 2521 ]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL227";"Type-1 angiotensin II receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"9.756"
