"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL40509";"";"None";"688.18";"2";"0.54";"1a";"C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@H](OCCC2Nc3cc(Cl)c(S(N)(=O)=O)cc3S(=O)(=O)N2)C[C@H]1C(=O)O";"Time to max. inhibition";"'='";"2.6";"hr";"";"";"";"UO_0000032";"";"";"";"";"0";"CHEMBL648686";"Time to inhibit maximum angiotensin I converting enzyme in Hog plasma";"F";"BAO_0000366";"cell-free format";"Sus scrofa";"CHEMBL3559721";"Plasma";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1124790";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"2.6"
"CHEMBL435360";"";"None";"422.48";"0";"2.45";"1";"O=C(N[C@@H](Cc1ccccc1)C(=O)CCC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1";"IC50";"'='";"3.2";"nM";"8.49";"";"";"UO_0000065";"20.11";"0.37";"6.04";"8.19";"0";"CHEMBL648344";"Inhibition of guinea pig serum Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1122140";"1";"Scientific Literature";"J Med Chem";"1982";"None";"";"";"";"3.2E-9"
"CHEMBL32032";"";"None";"423.47";"0";"1.22";"Bz-Phe-Gly-Pro";"O=C(N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1";"IC50";"'='";"9400.0";"nM";"5.03";"";"";"UO_0000065";"11.87";"0.22";"3.81";"4.34";"0";"CHEMBL885304";"Inhibitory activity against angiotensin converting enzyme";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1151077";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"9.4"
"CHEMBL161879";"";"None";"444.55";"0";"1.90";"9";"CC(C)[C@H](S)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](CO)C(=O)O";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"15.75";"0.31";"5.10";"6.05";"0";"CHEMBL648287";"Inhibition of angiotensin converting enzyme (ACE)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128869";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"100.0"
"CHEMBL2112402";"";"None";"500.62";"1";"3.92";"4n (S)";"O=C(N[C@H]1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3)C(CS)Cc1ccc(-c2ccccc2)cc1";"IC50";"'='";"1120.0";"nM";"5.95";"";"";"UO_0000065";"11.89";"0.23";"2.03";"6.86";"0";"CHEMBL644716";"Inhibition of Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128940";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";"";"1120.0"
"CHEMBL335046";"";"None";"379.42";"0";"1.44";"1";"N#CCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O";"k_obs";"'='";"0.000835";"s-1";"";"";"";"";"";"";"";"";"0";"CHEMBL649543";"First order rate constant for angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1125348";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"0.05"
"CHEMBL435360";"";"None";"422.48";"0";"2.45";"1";"O=C(N[C@@H](Cc1ccccc1)C(=O)CCC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1";"IC50";"'='";"3.2";"nM";"8.49";"";"";"UO_0000065";"20.11";"0.37";"6.04";"8.19";"1";"CHEMBL648348";"Concentration required for 50% inhibition of Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1122170";"1";"Scientific Literature";"J Med Chem";"1982";"None";"";"";"";"3.2E-9"
"CHEMBL133499";"";"None";"269.30";"0";"0.02";"2";"CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)CC#N)C(=O)O";"k_obs";"'='";"0.000501";"s-1";"";"";"";"";"";"";"";"";"0";"CHEMBL649543";"First order rate constant for angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1125348";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"0.03"
"CHEMBL349594";"";"None";"532.62";"1";"3.86";"3S";"O=C(N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCC[C@H]1C(=O)O)[C@@H](S)c1ccc2c(c1)OCO2";"IC50";"'='";"183.0";"nM";"6.74";"";"";"UO_0000065";"12.65";"0.24";"2.88";"6.41";"0";"CHEMBL648287";"Inhibition of angiotensin converting enzyme (ACE)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128869";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"183.0"
"CHEMBL1560";"CAPTOPRIL";"4.0";"217.29";"0";"0.63";"captopril";"C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O";"Inhibition";"'='";"64.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL648684";"In vivo inhibition of Angiotensin I converting enzyme in hog plasma after (po) administration of a dose of 0.3(mg/kg)";"B";"BAO_0000218";"organism-based format";"Sus scrofa";"CHEMBL3559721";"Plasma";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1124790";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"64.0"
"CHEMBL1560";"CAPTOPRIL";"4.0";"217.29";"0";"0.63";"captopril";"C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O";"Time to max. inhibition";"'='";"0.2";"hr";"";"";"";"UO_0000032";"";"";"";"";"0";"CHEMBL648685";"Time to inhibit maximum Angiotensin I converting enzyme in Hog plasma";"F";"BAO_0000366";"cell-free format";"Sus scrofa";"CHEMBL3559721";"Plasma";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1124790";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"0.2"
"CHEMBL578";"ENALAPRIL";"4.0";"376.45";"0";"1.60";"Enalapril";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O";"Duration";"'>'";"3.0";"hr";"";"";"";"UO_0000032";"";"";"";"";"0";"CHEMBL648351";"Time during which Angiotensin I converting enzyme inhibition is greater than or equal to 30% in Hog plasma";"F";"BAO_0000366";"cell-free format";"Sus scrofa";"CHEMBL3559721";"Plasma";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1124790";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"3.0"
"CHEMBL93816";"";"None";"348.42";"0";"1.17";"4j";"CC(C)(S)C(=O)NC1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL644716";"Inhibition of Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128940";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";"";"1000.0"
"CHEMBL26289";"";"None";"418.49";"0";"2.55";"3a";"CCCCOC(=O)NC(Cc1ccccc1)C(=O)CCC(=O)N1CCCC1C(=O)O";"IC50";"'='";"210.0";"nM";"6.68";"";"";"UO_0000065";"15.96";"0.30";"4.13";"5.91";"0";"CHEMBL648344";"Inhibition of guinea pig serum Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1122140";"1";"Scientific Literature";"J Med Chem";"1982";"None";"";"";"";"2.1E-7"
"CHEMBL309941";"";"None";"436.51";"0";"2.70";"2b";"C[C@H](CC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O";"IC50";"'='";"8.2";"nM";"8.09";"";"";"UO_0000065";"18.52";"0.35";"5.39";"7.79";"0";"CHEMBL648344";"Inhibition of guinea pig serum Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1122140";"1";"Scientific Literature";"J Med Chem";"1982";"None";"";"";"";"8.2E-9"
"CHEMBL165888";"";"None";"502.64";"1";"4.00";"2S";"O=C(N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCC[C@H]1C(=O)O)[C@@H](S)Cc1ccccc1";"IC50";"'='";"57.0";"nM";"7.24";"";"";"UO_0000065";"14.41";"0.27";"3.24";"8.35";"0";"CHEMBL648287";"Inhibition of angiotensin converting enzyme (ACE)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128869";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"57.0"
"CHEMBL351318";"";"None";"476.60";"0";"3.48";"4S";"O=C(N[C@@H](Cc1cccc2ccccc12)C(=O)N1CCC[C@H]1C(=O)O)[C@@H](S)Cc1ccccc1";"IC50";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"16.48";"0.32";"4.37";"9.06";"0";"CHEMBL648287";"Inhibition of angiotensin converting enzyme (ACE)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128869";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"14.0"
"CHEMBL350378";"";"None";"476.60";"0";"3.48";"4R";"O=C(N[C@@H](Cc1cccc2ccccc12)C(=O)N1CCC[C@H]1C(=O)O)[C@H](S)Cc1ccccc1";"IC50";"'='";"27.0";"nM";"7.57";"";"";"UO_0000065";"15.88";"0.30";"4.09";"8.73";"0";"CHEMBL648287";"Inhibition of angiotensin converting enzyme (ACE)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128869";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"27.0"
"CHEMBL418571";"";"None";"472.63";"0";"4.28";"4c";"CCCCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)CCC(=O)N1CCCC1C(=O)O";"IC50";"'='";"6500.0";"nM";"5.19";"";"";"UO_0000065";"10.97";"0.21";"0.91";"5.00";"0";"CHEMBL648344";"Inhibition of guinea pig serum Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1122140";"1";"Scientific Literature";"J Med Chem";"1982";"None";"";"";"";"0.0000065"
"CHEMBL366447";"";"None";"355.39";"0";"1.79";"17";"COC(=O)COCC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL648349";"Concentration required for 50% inhibition of Angiotensin I converting enzyme; NT is Not Tested";"B";"BAO_0000224";"protein format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1122170";"1";"Scientific Literature";"J Med Chem";"1982";"None";"";"";"";""
"CHEMBL40509";"";"None";"688.18";"2";"0.54";"1a";"C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@H](OCCC2Nc3cc(Cl)c(S(N)(=O)=O)cc3S(=O)(=O)N2)C[C@H]1C(=O)O";"Duration";"'='";"1.6";"hr";"";"";"";"UO_0000032";"";"";"";"";"0";"CHEMBL648682";"Time during which angiotensin I converting enzyme inhibition is greater than or equal to 30% in Hog plasma";"F";"BAO_0000366";"cell-free format";"Sus scrofa";"CHEMBL3559721";"Plasma";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1124790";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"1.6"
"CHEMBL163468";"";"None";"532.62";"1";"3.86";"3R";"O=C(N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N1CCC[C@H]1C(=O)O)[C@H](S)c1ccc2c(c1)OCO2";"IC50";"'='";"378.0";"nM";"6.42";"";"";"UO_0000065";"12.06";"0.23";"2.56";"6.11";"0";"CHEMBL648287";"Inhibition of angiotensin converting enzyme (ACE)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128869";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"378.0"
"CHEMBL166083";"";"None";"476.60";"0";"3.48";"5R";"O=C(N[C@@H](Cc1ccc2ccccc2c1)C(=O)N1CCC[C@H]1C(=O)O)[C@H](S)Cc1ccccc1";"IC50";"'='";"304.0";"nM";"6.52";"";"";"UO_0000065";"13.67";"0.26";"3.04";"7.52";"0";"CHEMBL648287";"Inhibition of angiotensin converting enzyme (ACE)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128869";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"304.0"
"CHEMBL335046";"";"None";"379.42";"0";"1.44";"1";"N#CCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O";"Km";"'='";"10500000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL857286";"Km for angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1125348";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"10.5"
"CHEMBL578";"ENALAPRIL";"4.0";"376.45";"0";"1.60";"enalapril";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O";"Time to max. inhibition";"'='";"1.5";"hr";"";"";"";"UO_0000032";"";"";"";"";"0";"CHEMBL648685";"Time to inhibit maximum Angiotensin I converting enzyme in Hog plasma";"F";"BAO_0000366";"cell-free format";"Sus scrofa";"CHEMBL3559721";"Plasma";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1124790";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"1.5"
"CHEMBL577";"ENALAPRILAT ANHYDROUS";"4.0";"348.40";"0";"1.13";"Enalaprilat";"C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O";"Time to max. inhibition";"'='";"1.0";"hr";"";"";"";"UO_0000032";"";"";"";"";"0";"CHEMBL648685";"Time to inhibit maximum Angiotensin I converting enzyme in Hog plasma";"F";"BAO_0000366";"cell-free format";"Sus scrofa";"CHEMBL3559721";"Plasma";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1124790";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"1.0"
"CHEMBL318192";"";"None";"410.50";"0";"2.00";"4c";"O=C(NC1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3)[C@H](S)Cc1ccccc1";"IC50";"'='";"283.0";"nM";"6.55";"";"";"UO_0000065";"15.95";"0.31";"4.55";"7.55";"0";"CHEMBL644716";"Inhibition of Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128940";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";"";"283.0"
"CHEMBL1560";"CAPTOPRIL";"4.0";"217.29";"0";"0.63";"captopril";"C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O";"Duration";"'='";"1.5";"hr";"";"";"";"UO_0000032";"";"";"";"";"0";"CHEMBL648351";"Time during which Angiotensin I converting enzyme inhibition is greater than or equal to 30% in Hog plasma";"F";"BAO_0000366";"cell-free format";"Sus scrofa";"CHEMBL3559721";"Plasma";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1124790";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"1.5"
"CHEMBL133944";"";"None";"303.32";"0";"0.22";"3";"C[C@H](NC(=O)CC#N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O";"k_obs";"'='";"0.0002505";"s-1";"";"";"";"";"";"";"";"";"0";"CHEMBL649543";"First order rate constant for angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1125348";"1";"Scientific Literature";"J Med Chem";"1992";"None";"";"";"";"0.015"
"CHEMBL350414";"";"None";"405.52";"0";"4.01";"1S";"O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@@H](S)Cc1ccccc1";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"17.50";"0.33";"3.09";"10.69";"0";"CHEMBL648287";"Inhibition of angiotensin converting enzyme (ACE)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128869";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"80.0"
"CHEMBL265966";"";"None";"522.62";"1";"3.16";"20";"CCOC(=O)CN(CC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1)S(=O)(=O)c1ccc(C)cc1";"IC50";"";"";"nM";"";"";"Not Determined";"UO_0000065";"";"";"";"";"0";"CHEMBL648349";"Concentration required for 50% inhibition of Angiotensin I converting enzyme; NT is Not Tested";"B";"BAO_0000224";"protein format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1122170";"1";"Scientific Literature";"J Med Chem";"1982";"None";"";"";"";""
"CHEMBL366420";"";"None";"438.48";"0";"1.69";"12";"O=C(NC(Cc1ccccc1)C(=O)COCC(=O)N1CCC[C@@H]1C(=O)O)c1ccccc1";"IC50";"'='";"4.4";"nM";"8.36";"";"";"UO_0000065";"19.06";"0.36";"6.67";"7.39";"0";"CHEMBL648348";"Concentration required for 50% inhibition of Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1122170";"1";"Scientific Literature";"J Med Chem";"1982";"None";"";"";"";"4.4E-9"
"CHEMBL578";"ENALAPRIL";"4.0";"376.45";"0";"1.60";"enalapril";"CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O";"Inhibition";"'='";"55.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL648684";"In vivo inhibition of Angiotensin I converting enzyme in hog plasma after (po) administration of a dose of 0.3(mg/kg)";"B";"BAO_0000218";"organism-based format";"Sus scrofa";"CHEMBL3559721";"Plasma";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1124790";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";"";"55.0"
"CHEMBL358338";"";"None";"520.65";"1";"3.85";"8";"CC(C)[C@H](S)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O";"IC50";"'='";"62.0";"nM";"7.21";"";"";"UO_0000065";"13.84";"0.27";"3.36";"6.23";"0";"CHEMBL648287";"Inhibition of angiotensin converting enzyme (ACE)";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128869";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"62.0"
"CHEMBL2112403";"";"None";"410.50";"0";"2.00";"4a";"O=C(N[C@H]1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3)[C@@H](S)Cc1ccccc1";"IC50";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"18.02";"0.35";"5.40";"8.53";"0";"CHEMBL644716";"Inhibition of Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128940";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";"";"40.0"
"CHEMBL97191";"";"None";"437.50";"0";"1.26";"Bz-Phe-[CO-CH2]-Gly-Pro";"O=C(N[C@@H](Cc1ccccc1)C(=O)CNCC(=O)N1CCC[C@H]1C(=O)O)c1ccccc1";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"16.35";"0.31";"5.89";"6.18";"0";"CHEMBL885304";"Inhibitory activity against angiotensin converting enzyme";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1151077";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1995";"None";"";"";"";"0.07"
"CHEMBL100044";"";"None";"334.40";"0";"0.78";"4e";"C[C@H](S)C(=O)NC1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3";"IC50";"'='";"165.0";"nM";"6.78";"";"";"UO_0000065";"20.28";"0.40";"6.00";"7.82";"0";"CHEMBL644716";"Inhibition of Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128940";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";"";"165.0"
"CHEMBL328537";"";"None";"436.51";"0";"2.70";"2d";"C[C@@H](CC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O";"IC50";"'='";"3200.0";"nM";"5.50";"";"";"UO_0000065";"12.59";"0.23";"2.79";"5.29";"0";"CHEMBL648344";"Inhibition of guinea pig serum Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1122140";"1";"Scientific Literature";"J Med Chem";"1982";"None";"";"";"";"0.0000032"
"CHEMBL24504";"";"None";"444.57";"0";"3.50";"4b";"CCCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)CCC(=O)N1CCCC1C(=O)O";"IC50";"'='";"650.0";"nM";"6.19";"";"";"UO_0000065";"13.92";"0.26";"2.69";"5.96";"0";"CHEMBL648344";"Inhibition of guinea pig serum Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1122140";"1";"Scientific Literature";"J Med Chem";"1982";"None";"";"";"";"6.5E-7"
"CHEMBL319744";"";"None";"486.59";"0";"3.67";"4d";"O=C(NC1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3)[C@@H](S)Cc1ccc(-c2ccccc2)cc1";"IC50";"'='";"89.0";"nM";"7.05";"";"";"UO_0000065";"14.49";"0.28";"3.38";"8.13";"0";"CHEMBL644716";"Inhibition of Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1128940";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";"";"89.0"
"CHEMBL268484";"";"None";"202.28";"0";"-0.36";"19";"NC(=O)CN1CCCC(CS)C1=O";"IC50";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL648345";"Compound was tested for the inhibition of Angiotensin I converting enzyme";"B";"BAO_0000224";"protein format";"Cavia porcellus";"None";"None";"None";"None";"";"";"";"CHEMBL2096989";"Angiotensin-converting enzyme";"Homo sapiens";"PROTEIN FAMILY";"CHEMBL1121705";"1";"Scientific Literature";"J Med Chem";"1981";"None";"";"";"";""
